
=== gpu_va=0x0  A=map_seq000055_conn0_type00005e15_at104d30000_sz4000.hex  B=bo_sigusr1_h0_va0_cpu1050b8000_sz10000.hex ===
  +0x1878: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x187c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18c0: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x18c4: 0x00028710 -> 0x00000000   (A 165648  B 0)
  +0x18c8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18cc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18d0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18d4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18d8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18dc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18e0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18e4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18e8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18ec: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18f0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18f4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18f8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x18fc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1904: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1908: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x190c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1910: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1914: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1918: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x191c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1920: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1924: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1928: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x192c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1930: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1934: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1938: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x193c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1980: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1984: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1988: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x198c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1990: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1994: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1998: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x199c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19a0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19a4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19a8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19ac: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19b0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19b4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19b8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19bc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19c4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19c8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19cc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19d0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19d4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19d8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19dc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19e0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19e4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19e8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19ec: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19f0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19f4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19f8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x19fc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a40: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1a44: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1a48: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a4c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a50: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a54: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a58: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a5c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a60: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a64: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a68: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a6c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a70: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a74: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a78: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a7c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a84: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a88: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a8c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a90: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a94: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a98: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1a9c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1aa0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1aa4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1aa8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1aac: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ab0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ab4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ab8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1abc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b00: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1b04: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1b08: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b0c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b10: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b14: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b18: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b1c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b20: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b24: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b28: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b2c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b30: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b34: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b38: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b3c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b44: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b48: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b4c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b50: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b54: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b58: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b5c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b60: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b64: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b68: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b6c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b70: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b74: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b78: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1b7c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bc0: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1bc4: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1bc8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bcc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bd0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bd4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bd8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bdc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1be0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1be4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1be8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bec: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bf0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bf4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bf8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1bfc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c04: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c08: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c0c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c10: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c14: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c18: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c1c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c20: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c24: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c28: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c2c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c30: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c34: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c38: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c3c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c80: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1c84: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1c88: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c8c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c90: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c94: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c98: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1c9c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ca0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ca4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ca8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cac: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cb0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cb4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cb8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cbc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cc4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cc8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ccc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cd0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cd4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cd8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cdc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ce0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ce4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ce8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cec: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cf0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cf4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cf8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1cfc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d40: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1d44: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1d48: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d4c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d50: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d54: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d58: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d5c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d60: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d64: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d68: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d6c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d70: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d74: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d78: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d7c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d84: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d88: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d8c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d90: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d94: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d98: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1d9c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1da0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1da4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1da8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1dac: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1db0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1db4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1db8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1dbc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e00: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1e04: 0x00028710 -> 0x00000000   (A 165648  B 0)
  +0x1e08: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e0c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e10: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e14: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e18: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e1c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e20: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e24: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e28: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e2c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e30: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e34: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e38: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e3c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e44: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e48: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e4c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e50: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e54: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e58: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e5c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e60: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e64: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e68: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e6c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e70: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e74: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e78: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e7c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ec4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ec8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ecc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ed0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ed4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ed8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1edc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ee0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ee4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ee8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1eec: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ef0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ef4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ef8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1efc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f04: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f08: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f0c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f10: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f14: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f18: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f1c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f20: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f24: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f28: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f2c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f30: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f34: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f38: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f3c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f80: 0x00000003 -> 0x00000000   (A 3  B 0)
  +0x1f84: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1f88: 0x00028710 -> 0x00000000   (A 165648  B 0)
  +0x1f8c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f90: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f94: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f98: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f9c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fa0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fa4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fa8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fac: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fb0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fb4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fb8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fbc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fc0: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1fc4: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1fc8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fcc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fd0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fd4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fd8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fdc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fe0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fe4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fe8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fec: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ff0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ff4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ff8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ffc: 0x000000ff -> 0x00000000   (A 255  B 0)

=== gpu_va=0x58000  A=bo_sigusr1_h0_va58000_cpu105a34000_sz8000.hex  B=bo_sigusr1_h0_va58000_cpu1051d4000_sz8000.hex ===
  +0x0008: 0x000004c0 -> 0x00000480   (A 1216  B 1152)

=== gpu_va=0x10000000000  A=bo_sigusr1_h0_va10000000000_cpu104d3c000_sz10000.hex  B=bo_sigusr1_h0_va10000000000_cpu105074000_sz10000.hex ===
  +0x0340: 0x00000140 -> 0x00000100   (A 320  B 256)
  +0x03cc: 0x00030454 -> 0x00030054   (A 197716  B 196692)
  +0x03d0: 0x01204802 -> 0x01204800   (A 18892802  B 18892800)
  +0x03d4: 0x0054052f -> 0x0254052f   (A 5506351  B 39060783)
  +0x03dc: 0x052f0010 -> 0x03090010   (A 86966288  B 50921488)
  +0x03e0: 0x04030854 -> 0x0100013f   (A 67307604  B 16777535)
  +0x03e4: 0x00100200 -> 0x04970000   (A 1049088  B 77004800)
  +0x03e8: 0x0254052f -> 0x00020054   (A 39060783  B 131156)
  +0x03ec: 0x02000603 -> 0xc0449000   (A 33555971  B 3225718784)
  +0x03f0: 0x01090010 -> 0x00540287   (A 17367056  B 5505671)
  +0x03f4: 0x0100852f -> 0x02870006   (A 16811311  B 42401798)
  +0x03f8: 0x052f0000 -> 0x00080c54   (A 86966272  B 527444)
  +0x03fc: 0x08030654 -> 0x005406e7   (A 134415956  B 5506791)
  +0x0400: 0x00100200 -> 0x42010000   (A 1049088  B 1107361792)
  +0x0404: 0x852f0949 -> 0x00000000   (A 2234452297  B 0)
  +0x0408: 0x00000200 -> 0x0c540207   (A 512  B 206832135)
  +0x040c: 0x00540497 -> 0x000e0002   (A 5506199  B 917506)
  +0x0410: 0xd0200002 -> 0x00000000   (A 3491758082  B 0)
  +0x0414: 0x0319c245 -> 0x00000000   (A 52019781  B 0)
  +0x0418: 0x0300852f -> 0x00000000   (A 50365743  B 0)
  +0x041c: 0x07290000 -> 0x00000000   (A 120127488  B 0)
  +0x0420: 0x0400053f -> 0x00000000   (A 67110207  B 0)
  +0x0424: 0x04970000 -> 0x00000000   (A 77004800  B 0)
  +0x0428: 0x04020154 -> 0x00000000   (A 67240276  B 0)
  +0x042c: 0xc245d010 -> 0x00000000   (A 3259355152  B 0)
  +0x0430: 0x00540287 -> 0x00000000   (A 5505671  B 0)
  +0x0434: 0x02870006 -> 0x00000000   (A 42401798  B 0)
  +0x0438: 0x00080c54 -> 0x00000000   (A 527444  B 0)
  +0x043c: 0x005406e7 -> 0x00000000   (A 5506791  B 0)
  +0x0440: 0x4e010000 -> 0x00000080   (A 1308688384  B 128)
  +0x0448: 0x0c540207 -> 0x00000000   (A 206832135  B 0)
  +0x044c: 0x000e0002 -> 0x00000000   (A 917506  B 0)
  +0x0480: 0x00000080 -> 0x00000505   (A 128  B 1285)
  +0x0484: 0x00000000 -> 0x0000000c   (A 0  B 12)
  +0x0488: 0x00000000 -> 0x0001011f   (A 0  B 65823)
  +0x048c: 0x00000000 -> 0x00000505   (A 0  B 1285)
  +0x0490: 0x00000000 -> 0x0000000c   (A 0  B 12)
  +0x0494: 0x00000000 -> 0x0001011f   (A 0  B 65823)
  +0x0498: 0x00000000 -> 0x00000505   (A 0  B 1285)
  +0x049c: 0x00000000 -> 0x0000000c   (A 0  B 12)
  +0x04a0: 0x00000000 -> 0x0001011f   (A 0  B 65823)
  +0x04c0: 0x00000505 -> 0x00000140   (A 1285  B 320)
  +0x04c4: 0x0000000c -> 0x00000000   (A 12  B 0)
  +0x04c8: 0x0001011f -> 0x00000000   (A 65823  B 0)
  +0x04cc: 0x00000505 -> 0x00000000   (A 1285  B 0)
  +0x04d0: 0x0000000c -> 0x00000000   (A 12  B 0)
  +0x04d4: 0x0001011f -> 0x00000000   (A 65823  B 0)
  +0x04d8: 0x00000505 -> 0x00000000   (A 1285  B 0)
  +0x04dc: 0x0000000c -> 0x00000000   (A 12  B 0)
  +0x04e0: 0x0001011f -> 0x00000000   (A 65823  B 0)
  +0x0500: 0x00000140 -> 0x00070003   (A 320  B 458755)
  +0x0504: 0x00000000 -> 0x00000002   (A 0  B 2)
  +0x0508: 0x00000000 -> 0x000e0060   (A 0  B 917600)
  +0x050c: 0x00000000 -> 0x00060000   (A 0  B 393216)
  +0x0510: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0514: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0518: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x051c: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0520: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0524: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0528: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x052c: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0530: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0534: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0538: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x053c: 0x00000000 -> 0x00060006   (A 0  B 393222)
  +0x0540: 0x00070003 -> 0x0610dd0c   (A 458755  B 101768460)
  +0x0544: 0x00000002 -> 0x00441067   (A 2  B 4460647)
  +0x0548: 0x000e0060 -> 0x00208000   (A 917600  B 2129920)
  +0x054c: 0x00060000 -> 0x40000159   (A 393216  B 1073742169)
  +0x0550: 0x00060006 -> 0x000b0048   (A 393222  B 720968)
  +0x0554: 0x00060006 -> 0x011b0420   (A 393222  B 18547744)
  +0x0558: 0x00060006 -> 0x0042002f   (A 393222  B 4325423)
  +0x055c: 0x00060006 -> 0x00008400   (A 393222  B 33792)
  +0x0560: 0x00060006 -> 0x002f032b   (A 393222  B 3081003)
  +0x0564: 0x00060006 -> 0x08000042   (A 393222  B 134217794)
  +0x0568: 0x00060006 -> 0x803c0000   (A 393222  B 2151415808)
  +0x056c: 0x00060006 -> 0x00003e23   (A 393222  B 15907)
  +0x0570: 0x00060006 -> 0x60400c00   (A 393222  B 1614810112)
  +0x0574: 0x00060006 -> 0x3e23804c   (A 393222  B 1042513996)
  +0x0578: 0x00060006 -> 0x04000000   (A 393222  B 67108864)
  +0x057c: 0x00060006 -> 0x805c8040   (A 393222  B 2153545792)
  +0x0580: 0x0610dd0c -> 0x00003e23   (A 101768460  B 15907)
