BOs only in A: 0x10000060000 0x10000088000 0x10000100000 0x10000110000 0x10000120000 0x10000130000 0x10000140000 0x10000248000 0x10000258000 0x10000268000 0x10000278000 0x10000288000 0x10000298000
BOs only in B: 0x10000160000 0x10000188000 0x10000200000 0x10000210000 0x10000220000 0x10000230000 0x10000240000 0x10000348000 0x10000358000 0x10000368000 0x10000378000 0x10000388000 0x10000398000

=== gpu_va=0x0  A=map_seq000055_conn0_type00005e15_at104d30000_sz4000.hex  B=bo_sigusr1_h0_va0_cpu105fac000_sz10000.hex ===
  +0x1e14: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e18: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e1c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e20: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e24: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e28: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e2c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e30: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e34: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e38: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e3c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e44: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e48: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e4c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e50: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e54: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e58: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e5c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e60: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e64: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e68: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e6c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e70: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e74: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e78: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1e7c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ec4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ec8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ecc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ed0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ed4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ed8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1edc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ee0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ee4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ee8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1eec: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ef0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ef4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ef8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1efc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f04: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f08: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f0c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f10: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f14: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f18: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f1c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f20: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f24: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f28: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f2c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f30: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f34: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f38: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f3c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f80: 0x00000003 -> 0x00000000   (A 3  B 0)
  +0x1f84: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1f88: 0x00028710 -> 0x00000000   (A 165648  B 0)
  +0x1f8c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f90: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f94: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f98: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1f9c: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fa0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fa4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fa8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fac: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fb0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fb4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fb8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fbc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fc0: 0x00000001 -> 0x00000000   (A 1  B 0)
  +0x1fc4: 0x0056270d -> 0x00000000   (A 5646093  B 0)
  +0x1fc8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fcc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fd0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fd4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fd8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fdc: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fe0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fe4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fe8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1fec: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ff0: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ff4: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ff8: 0x000000ff -> 0x00000000   (A 255  B 0)
  +0x1ffc: 0x000000ff -> 0x00000000   (A 255  B 0)

=== gpu_va=0x18000  A=bo_sigusr1_h0_va18000_cpu1058cc000_sz8000.hex  B=bo_sigusr1_h0_va18000_cpu10615c000_sz8000.hex ===
  +0x000c: 0x00004800 -> 0x00008800   (A 18432  B 34816)

=== gpu_va=0x58000  A=bo_sigusr1_h0_va58000_cpu105a34000_sz8000.hex  B=bo_sigusr1_h0_va58000_cpu1062c4000_sz8000.hex ===
  +0x0014: 0x00004c19 -> 0x00008c19   (A 19481  B 35865)

=== gpu_va=0x68000  A=bo_sigusr1_h0_va68000_cpu105a3c000_sz88e0.hex  B=bo_sigusr1_h0_va68000_cpu1062cc000_sz88e0.hex ===
  +0x0904: 0x80000001 -> 0x8000000f   (A 2147483649  B 2147483663)
  +0x0908: 0x00000001 -> 0x0000000f   (A 1  B 15)
  +0x0910: 0x42000000 -> 0x43800000   (A 1107296256  B 1132462080)
  +0x0914: 0x42000000 -> 0x43800000   (A 1107296256  B 1132462080)
  +0x0918: 0x42000000 -> 0x43800000   (A 1107296256  B 1132462080)
  +0x091c: 0xc2000000 -> 0xc3800000   (A 3254779904  B 3279945728)

=== gpu_va=0x10000018000  A=bo_sigusr1_h0_va10000018000_cpu1057e8000_sz20000.hex  B=bo_sigusr1_h0_va10000018000_cpu105f7c000_sz20000.hex ===
  +0x0208: 0x00006000 -> 0x00016000   (A 24576  B 90112)
  +0x0224: 0x0000fc03 -> 0x0007fc1f   (A 64515  B 523295)
  +0x022c: 0x0003c010 -> 0x001fc010   (A 245776  B 2080784)
  +0x0420: 0x3fc60a02 -> 0xffc60a02   (A 1069943298  B 4291168770)
  +0x0424: 0x00000fc0 -> 0x00007fc1   (A 4032  B 32705)
  +0x042c: 0x0000f010 -> 0x0007f010   (A 61456  B 520208)

=== gpu_va=0x10000018200  A=bo_sigusr1_h0_va10000018200_cpu1057e8200_sz20000.hex  B=bo_sigusr1_h0_va10000018200_cpu105f7c200_sz20000.hex ===
  +0x0008: 0x00006000 -> 0x00016000   (A 24576  B 90112)
  +0x0024: 0x0000fc03 -> 0x0007fc1f   (A 64515  B 523295)
  +0x002c: 0x0003c010 -> 0x001fc010   (A 245776  B 2080784)
  +0x0220: 0x3fc60a02 -> 0xffc60a02   (A 1069943298  B 4291168770)
  +0x0224: 0x00000fc0 -> 0x00007fc1   (A 4032  B 32705)
  +0x022c: 0x0000f010 -> 0x0007f010   (A 61456  B 520208)

=== gpu_va=0x10000018400  A=bo_sigusr1_h0_va10000018400_cpu1057e8400_sz20000.hex  B=bo_sigusr1_h0_va10000018400_cpu105f7c400_sz20000.hex ===
  +0x0020: 0x3fc60a02 -> 0xffc60a02   (A 1069943298  B 4291168770)
  +0x0024: 0x00000fc0 -> 0x00007fc1   (A 4032  B 32705)
  +0x002c: 0x0000f010 -> 0x0007f010   (A 61456  B 520208)

=== gpu_va=0x10000058000  A=bo_sigusr1_h0_va10000058000_cpu105828000_sz4000.hex  B=bo_sigusr1_h0_va10000058000_cpu105fbc000_sz100000.hex ===
  [size differs: A read 0x4000  B read 0x10000]

[1319 differing words across 25 paired BO(s)]
