
=== gpu_va=0x0  A=map_seq000055_conn0_type00005e15_at104e04000_sz4000.hex  B=map_seq000055_conn0_type00005e15_at1041b8000_sz4000.hex ===
  +0x0660: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0664: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0668: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x066c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0670: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0674: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0678: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x067c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0680: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0684: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0688: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x068c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0690: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0694: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0698: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x069c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06a0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06a4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06a8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06ac: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06b0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06b4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06b8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06bc: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06c0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06c4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06c8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06cc: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06d0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06d4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06d8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06dc: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06e0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06e4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06e8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06ec: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06f0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06f4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06f8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x06fc: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0700: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0704: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0708: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x070c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0710: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0714: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0718: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x071c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0720: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0724: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0728: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x072c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0730: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0734: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0738: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x073c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0740: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0744: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0748: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x074c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0750: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0754: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0758: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x075c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0760: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0764: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0768: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x076c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0770: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0774: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0778: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x077c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0780: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0784: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0788: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x078c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0790: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0794: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x0798: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x079c: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07a0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07a4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07a8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07ac: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07b0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07b4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07b8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07bc: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07c0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07c4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07c8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07cc: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07d0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07d4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07d8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07dc: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07e0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07e4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07e8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07ec: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07f0: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07f4: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07f8: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)
  +0x07fc: 0xff4080bf -> 0xff10408f   (A 4282417343  B 4279255183)

[821 differing words across 38 paired BO(s)]
